호선명,지하철역,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원
6호선,역촌,14805,2748,15483,8125,4544,9334,5332,15675,2614,13417,1945,6736
6호선,연신내,1,0,2,0,2,0,1,0,2,0,1,0
6호선,월곡(동덕여대),35583,6797,39600,22774,15127,21877,21390,37674,11459,29786,7576,15632
6호선,월드컵경기장(성산),7834,5146,9433,9090,10902,8263,11398,11499,6363,8637,4954,4692
6호선,응암,66618,9026,80355,17468,18254,38435,18817,70462,11820,57676,9109,33884
6호선,이태원,8037,9764,11917,20832,20781,17641,25074,22208,17569,16081,14539,9244
6호선,증산(명지대앞),36152,5375,43842,10004,11404,21541,10860,39433,6799,31515,4845,17180
6호선,창신,12643,4267,14970,5248,3884,5224,4219,9140,2276,7018,1868,4111
6호선,청구,6274,6815,8907,23251,6754,5317,13135,6792,8082,5058,4377,3088
6호선,태릉입구,16871,3354,19462,7408,7363,11499,7496,21027,4605,18344,3700,8446
6호선,한강진,2864,17480,4342,30976,26005,13894,29295,19181,19520,7718,14475,2571
6호선,합정,11982,15838,18922,39240,26515,22433,42260,31374,25471,20292,21039,10094
6호선,화랑대(서울여대입구),55028,5919,48327,10589,11219,18069,10258,34099,5457,30380,3717,16235
6호선,효창공원앞,14829,5835,21938,19811,11927,10418,19360,17514,8896,12403,5073,7031
7호선,가산디지털단지,20372,120385,22359,374853,181029,24884,310063,29114,126323,21676,65896,11889
7호선,강남구청,5798,31276,8221,98573,41272,13587,80227,15657,46778,9985,27667,6334
7호선,건대입구,11205,16503,17096,29914,31595,20579,29461,30133,19922,20363,21664,10427
7호선,고속터미널,9304,36655,14483,47992,50197,13398,44872,15642,24391,10558,24627,6496
